name,genre,type,community_rating
oshin,Drama,Movie,6.4930931515165184
oshizuka ni,Kids,Movie,6.435376887794155
osiris no tenbin season 2,"Drama, Supernatural, Thriller",ONA,6.449038766131176
osomatsukun 1988 appare chibita no onitaiji zansu,Comedy,Special,6.455421226183994
osomatsukun iyami wa hitori kaze no naka,"Comedy, Historical",OVA,6.457634088321319
osomatsukun suika no hoshi kara konnichiwa zansu,Comedy,Movie,6.46021526793126
osomatsusan ouma de kobanashi,"Comedy, Parody",Special,6.688827278992386
otanoshimi anime gekijou,Comedy,TV,6.461217356570763
otenki boys,"Kids, Super Power",TV,6.45826940031298
otogi banashi bunbuku chagama,Kids,Movie,6.457650780852464
otogi manga calendar,Historical,TV,6.453493400121971
otogi no sekai ryokou,Adventure,Movie,6.4520507508162614
otoko doahou koushien,"Action, Sports",TV,6.460071616287955
otoko ippiki gaki daishou,"Action, Drama, Shounen",TV,6.470983575878764
otoko to onna to inu,"Comedy, Romance",Movie,6.435329758185609
otoko wa tsurai yo torajirou wasurenagusa,"Comedy, Romance",Special,6.453243431724982
otokogi,Seinen,OVA,6.452998967379814
otona no ikkyuusan,"Comedy, Historical",Special,6.448531843253236
otoshidama,"Kids, Music",Music,6.448696075407796
otsukisama to oujo,Fantasy,OVA,6.45695023083403
ousama ninatta kitsune,,Movie,6.44094291463953
ougon senshi gold lightan,"Mecha, Sci-Fi",TV,6.462075271845052
ousama monogatari,"Adventure, Kids",TV,6.449719818690684
ousama no shippo,Fantasy,Movie,6.449634220478118
owanko,Comedy,ONA,6.449997178794999
oyo neko bunyan,"Comedy, Kids",TV,6.45633661066612
oyone to mattsan ai no uta,"Music, Romance",OVA,6.455721991969111
oz no mahoutsukai no koutsuu anzen no tabi,"Drama, Fantasy, Kids",OVA,6.465897686560313
ozmafia special,"Historical, School, Shoujo",Special,6.338079500126738
papapa the  movie perman,"Adventure, Comedy",Movie,6.461946167688289
papapa the  movie perman  tako de pon ashi wa pon,"Adventure, Comedy, Kids, Super Power",Movie,6.461151432085079
paboo amp mojies,Kids,TV,6.429753621970605
pacworld,"Adventure, Comedy, Sci-Fi",TV,6.437109482438779
pachislo kizoku gin,"Action, Game",TV,6.458365352187971
padak padak,Drama,Movie,6.459067067553422
panda no taputapu,Kids,TV,6.460045194884266
paniponi,"Kids, Slice of Life",TV,6.4489138775526715
panpaka pants,"Comedy, Kids",TV,6.442690456698614
panpaka pants movie bananan oukoku no hihou,"Adventure, Kids",Movie,6.4566757479545105
panpaka pants onew,"Comedy, Kids",TV,6.419722782530343
panpaka pants wonew,"Comedy, Kids",TV,6.4413423304435735
pants pankurou,"Comedy, Kids, Slice of Life",TV,6.458211166292608
papa mama bye bye,"Historical, Kids",Movie,6.456096660823515
paper cranes story kenta to maiko,"Fantasy, Historical, Kids",OVA,6.466423489239031
paper film,Comedy,Movie,6.42539855026382
paradise,"Adventure, Psychological, Space",Movie,6.479685548026975
paris no isabelle,"Drama, Historical",TV,6.452793789199586
pata pata mama,"Kids, Music",Music,6.436262649168673
patalliro saiyuuki special,"Adventure, Comedy, Fantasy, Shoujo, Shounen Ai",Special,6.445337603546161
patchin shite obaachan,Drama,Movie,6.463145127838034
patta potta monta,"Comedy, Kids, Slice of Life",TV,6.453740997767462
patty amp jimmy no kimikoso superstar,"Kids, Sports",OVA,6.438851774044179
pâtisserie no monster,Slice of Life,ONA,6.439445529966586
peach command shin momotarou densetsu,"Adventure, Comedy",TV,6.459452790120122
pecola,Kids,TV,6.441820119559459
peeban,Comedy,OVA,6.45339271831391
peeping life 50ch,"Comedy, Slice of Life",OVA,6.4221814852764805
peeping life movie we are the hero,"Comedy, Slice of Life",OVA,6.440785297262088
peeping life x iodata quiz input output,Comedy,ONA,6.425314853476572
peeping life x kaijuu sakaba kaiji kaijuutachi ga iru tokoro,"Comedy, Slice of Life, Supernatural",OVA,6.434844243428746
peeping life x kids station,"Comedy, Slice of Life",Special,6.439578504488017
peeping life x sanyo,"Comedy, Slice of Life",ONA,6.4405226237984925
peeping life gekijou originalban,"Comedy, Slice of Life",Movie,6.428842640708425
peeping life tezuka pro  tatsunoko pro wonderland,"Comedy, Parody",OVA,6.436568955754151
peeping life tezuka pro  tatsunoko pro wonderland ona,"Comedy, Parody",ONA,6.429481160322867
peeping life tezuka pro  tatsunoko pro wonderland specials,"Comedy, Parody",Special,6.428524576481062
peeping life the perfect explosion,"Comedy, Slice of Life",OVA,6.43109614525774
peeping life the perfect explosion specials,"Comedy, Slice of Life",Special,6.435195935959289
peeping life the perfect extension specials,"Comedy, Slice of Life",Special,6.4528256872135605
peeping life tv asahi josei announcer collab,"Comedy, Slice of Life",Special,6.443229147207509
pelican road club culture,"Drama, Romance, Shounen",OVA,6.456976612000291
peng you town,"Kids, Slice of Life",Special,6.439885768357717
penguin no mondai,"Comedy, Kids",TV,6.468049150332736
penguin no mondai dx,"Comedy, Kids",TV,6.456861391243932
penguin no mondai max,"Comedy, Kids",TV,6.463251323819426
penguin no mondai movie,"Comedy, Kids",Movie,6.438567724330315
penguin1s memory shiawase monogatari,"Drama, Military, Seinen",Movie,6.475679646107737
pepepepengiin,Comedy,TV,6.4763291776391725
pepsi nex x 009 recyborg,"Action, Comedy",Movie,6.442060194802962
perman birdman ga yatte kita,"Adventure, Comedy, Kids, Super Power",Movie,6.454202848664302
perman copy world no nazo,"Comedy, Kids",Special,6.449841816898048
perrine monogatari movie,"Drama, Historical, Shoujo, Slice of Life",Movie,6.461839769054265
perrine monogatari specials,"Drama, Historical, Kids, Shoujo, Slice of Life",Special,6.459624963171351
persia no komoriuta watashi no hana,"Kids, Music",Music,6.43300137817304
peter pan no bouken specials,"Adventure, Fantasy",Special,6.44879481763603
petit petit muse,"Cars, Horror, Kids",TV,6.472557249792341
phantasm,"Dementia, Music",Movie,6.436515497824163
phantom yuusha densetsu,"Action, Drama, Military, Seinen",OVA,6.440176876910458
pi po pa po patrolkun,"Comedy, Kids",TV,6.452287439909514
piano specials,"Drama, Music, Romance, Shoujo, Slice of Life",Special,6.436098595187188
piclele,Kids,TV,6.457999700144113
picchipichi shizukuchan,"Comedy, Kids",TV,6.462761187626458
pichiko dakyuubu,"Comedy, Sports",TV,6.452804798543068
pichiko dakyuubu usahen,"Comedy, Sports",Special,6.452153270251822
pikaia,"Drama, Kids, Slice of Life",TV,6.426773666241022
pikkapika summer,,TV,6.450868483377401
pinch to punch,Comedy,TV,6.45360680195092
pink lady monogatari eikou no tenshitachi,"Drama, Music, Slice of Life",TV,6.457303758654413
pink lady monogatari eikou no tenshitachi recaps,"Drama, Music, Slice of Life",Special,6.46374704404868
pinky monkey no umareta hi,Adventure,ONA,6.4436651420530096
pinky monkey x fafa collaboration animation at afternoon of sunny day,Slice of Life,ONA,6.438685175434798
pinky wakuwaku tabi stroll,Slice of Life,ONA,6.432636598298826
pipi tobenai hotaru,"Drama, Fantasy",Movie,6.449021008478094
piroppo,Comedy,TV,6.422617801707626
pittanko nekozakana,Comedy,TV,6.453494078782263
pittanko taiyousensei to pittanko,"Comedy, Kids, School",Special,6.458050294905745
piyo no ongaeshi,Music,Music,6.451581383975873
planetarium chibi marukochan hoshi ni negai wo,"Comedy, Kids, School, Slice of Life",Movie,6.463062593478843
platonic chain ansatsu jikkouchuu,"Sci-Fi, Slice of Life",Special,6.43310113086814
play ball 2nd,"Action, Shounen, Sports",TV,6.460874846935115
plus 50000nen,Sci-Fi,Movie,6.448376183492997
pochacco no jack to mame no ki,"Fantasy, Kids",OVA,6.453939152291096
pochacco no ninjin hata wa oosawagi,"Fantasy, Kids",OVA,6.457930858198216
pochacco no wakuwaku birthday,"Fantasy, Kids",OVA,6.455234926815451
poka poka mori no rascal,Kids,TV,6.446729849965515
pokopon no yukai na saiyuuki,"Adventure, Fantasy, Kids, Magic, Martial Arts",Movie,6.455519935473314
pom pom purin no kitakaze to taiyou,"Fantasy, Kids",OVA,6.4518172717299045
pom pom purin no usagi to kame,"Fantasy, Kids",OVA,6.441213214538957
ponkotsu quest maou to haken no mamonotachi,"Comedy, Fantasy",ONA,6.441324402459826
ponkotsuland saga,"Comedy, Parody",ONA,6.4143045082634
ponsuke no haru,"Comedy, Kids",Movie,6.457959342908125
ponsuke no udekurabe,Action,Movie,6.458237966027955
ponta to ensoku,"Adventure, Drama",OVA,6.457669967604358
poppensensei to kaerazu no numa,"Adventure, Fantasy, Kids",Special,6.446968466481312
poppoyasan nonki ekichou,Kids,Movie,6.467429741552515
poppoyasan nonki kikanshi,Kids,Movie,6.463592767622984
pops,"Romance, Shoujo, Slice of Life",OVA,6.448869820009435
poron guitar,Kids,Movie,6.441704243811856
porong porong pororo 2,Kids,TV,6.453007162140914
porong porong pororo 3,"Kids, Sci-Fi",TV,6.452246730555115
porong porong pororo 4,"Cars, Kids",TV,6.45054351205829
porong porong pororo 5,"Cars, Kids",TV,6.453052121837462
pororo daemoheom,"Adventure, Kids",Special,6.449401860158348
pororo geugjangpan super sseolmae daemoheom,"Cars, Kids",Movie,6.44465809565459
pororo hanguke wasseoyo,"Adventure, Kids",ONA,6.4459622935558265
pororo1s english show,"Kids, Music",TV,6.452393556466526
pororowa noraehaeyo,"Kids, Music",TV,6.452442485041102
potecco babies 2011,Comedy,ONA,6.438963864567004
pozzie,Kids,Special,6.4611309017064285
present,"Drama, Kids",OVA,6.454255964178859
pride,Slice of Life,ONA,6.45301150377011
prison bear,Comedy,ONA,6.42921981642439
private eye dol,"Comedy, Mystery",Special,6.454593024120387
pro golfer saru,"Kids, Sports",Special,6.456788406399791
pro golfer saru 1985,"Kids, Sports",TV,6.4623138947569085
pro golfer saru kouga hikyou kage no ninpou golfer sanjou,"Kids, Sports",Movie,6.443787859308293
pro golfer saru super golf world e no chousen,"Kids, Sports",Movie,6.45329232160719
pro yakyuu wo 10bai tanoshiku miru houhou,"Comedy, Sports",Movie,6.446853448404038
pro yakyuu wo 10bai tanoshiku miru houhou part 2,"Comedy, Sports",Movie,6.448377998924488
project hal,"Action, Mecha",ONA,6.448413419077149
ps3 no tsukai kata featpeeping life,"Comedy, Slice of Life",OVA,6.445365927903919
pulsar,"Dementia, Music",Movie,6.448232537032417
punpun polka,"Kids, Music",Music,6.45348350192791
pururun shizukuchan,"Comedy, Kids",TV,6.450184683654911
pururun shizukuchan aha,"Comedy, Kids",TV,6.4524063995573835
puttsun make love,"Comedy, Ecchi, Romance",OVA,6.451120703259072
puuneko,Comedy,TV,6.410499864083907
puuneko shougekijou,Comedy,TV,6.446029173785494
puyo puyo madou monogatari,"Comedy, Fantasy",OVA,6.464163176569222
pyun pyun maru,"Comedy, Martial Arts",TV,6.465407263828511
pyuu to fuku jaguar ima fuki ni yukimasu,"Comedy, Music",Movie,6.482265484659242
pyuu to fuku jaguar return of yaku ichinenburi,"Comedy, Music, Shounen",OVA,6.463146020654914
qi cai lao fu zi,"Action, Comedy, Seinen",Movie,6.46156089646259
qin shiming yue 3d dianying longteng wanli,"Action, Fantasy, Historical, Martial Arts",Movie,6.470605042523004
qin shiming yue tebie pian di zi jiang xi,"Action, Fantasy, Historical, Martial Arts",ONA,6.45153694014339
qin shiming yue zhi guoqing tebie pian,"Action, Comedy, Fantasy, Historical, Martial Arts",ONA,6.430962734084281
qin shiming yue zhi junlin tianxia,"Action, Fantasy, Historical, Martial Arts",ONA,6.480354326443515
qin shiming yue zhi luosheng tangxia,"Action, Fantasy, Historical, Martial Arts",ONA,6.453210887705635
qin shiming yue zhi tian xing jiu ge,"Action, Fantasy, Historical, Martial Arts",ONA,6.4710897841578525
qin shiming yue zhi wanli changcheng,"Action, Fantasy, Historical, Martial Arts",TV,6.514128433864981
qui shui yi yun,"Horror, Mystery, Supernatural",ONA,6.465685103583348
rainbow no anime bako,Kids,Special,6.443493863473636
rainbow sea,"Adventure, Fantasy, Sci-Fi",TV,6.464015036530547
rainbow sentai robin,"Action, Adventure, Sci-Fi",TV,6.453054217197068
raldessia chronicles,"Action, Adventure",ONA,6.446659654685421
ranpou,"Comedy, Parody, School",TV,6.461075046857555
rennyo monogatari,"Drama, Historical",Movie,6.4768548473983305
rennyo to sono haha,Historical,Movie,6.455372263721523
rerere no tensai bakabon,Comedy,TV,6.462221395720893
rescue yoyo,"Kids, Mecha",Special,6.436286044933908
revbahaf wanggug jaegeonsoelgi,"Comedy, Drama, Shoujo",TV,6.45062442209313
revenge of green mutant,Music,Music,6.439894260425415
rgb adventure,Adventure,TV,6.44456318215549
ribbon no kishi 1999,Adventure,Movie,6.447731611231523
ribbon no kishi pilot,Adventure,Special,6.442875640926897
ribbonchan,Comedy,TV,6.442930352793925
riding the storm,Music,Music,6.4379047424129
ring ring boy,Dementia,Movie,6.443879767671792
risu no panache,Kids,Movie,6.445405111972609
rita to nantoka,Slice of Life,TV,6.446104006147995
robby to kerobby,"Comedy, Kids",TV,6.4542812556584055
robinkun to 100 nin no otomodachi,"Comedy, Kids",ONA,6.437799828179159
robinkun to 100 nin no otomodachi season 2,Kids,TV,6.448922228403402
robo to shoujo kari oshirase gekijou kari,"Comedy, Sci-Fi",ONA,6.423684044652484
robocar poli,"Cars, Comedy, Kids",TV,6.450165524807534
robocar poli 2,"Cars, Kids, Police",TV,6.454019072201601
robodz,Sci-Fi,TV,6.439760195006348
robokko beeton,"Adventure, Comedy, Kids, Slice of Life",TV,6.456645647602982
robot king,"Action, Mecha",Movie,6.441928444699864
robot pulta,"Adventure, Comedy, Kids, Mecha",TV,6.451887044406275
robot taekwon v 3tan sujung teukgongdae,"Action, Mecha, Sci-Fi",Movie,6.443933656334082
robot taekwon v wa hwanggeum nalgae,Mecha,Movie,6.4442218302358345
robot taekwon v wooju jakjeon,"Action, Mecha, Sci-Fi",Movie,6.444236783122398
robotan,"Comedy, Kids",TV,6.45971584016011
roboteuwang sseonsyakeu,"Action, Mecha, Sci-Fi",Movie,6.4086393511354505
romangeun eobsda,Drama,Movie,6.456240600438754
roppou yaburekun,Slice of Life,TV,6.460756871679185
rose o1neill kewpie,Comedy,TV,6.457982802813562
rouge lady1s comic video,"Drama, Josei, Romance",OVA,6.471870704154507
rpg densetsu hepoi,"Adventure, Fantasy",TV,6.465887331991551
rudolf to ippaiattena,"Adventure, Kids",Movie,6.506915515091378
run amp roll,Dementia,Movie,6.434235414466898
running boy star soldier no himitsu,"Sci-Fi, Space",Movie,6.4505668811153845
runningman,Slice of Life,ONA,6.449912972084077
ruriiro princess,"Romance, Shoujo",OVA,6.443024620823381
rusuban,"Fantasy, Kids",Movie,6.442768140569804
rusuden hour sodan brothers,Comedy,TV,6.46529810056511
ryoku tama shinshi,"Comedy, Demons",Movie,6.457202524538351
ryoukansan,Historical,Movie,6.452673869138704
ryouma 30 seconds,Historical,TV,6.472096681158178
ryuuichi manga gekijou onbu obake,Supernatural,TV,6.449524138960838
ryuuzou to shichinin no kobuntachi x frogman,Comedy,ONA,6.449432604568233
sabaku no kaizoku captain kuppa,"Action, Adventure",TV,6.474179322066301
sabaku no kuni no oujosama,"Adventure, Fantasy",OVA,6.458397052718093
sabaku no takara no shiro,Drama,OVA,6.448227593758748
sabu to ichi torimono hikae,"Action, Adventure, Drama, Historical, Martial Arts, Police, Samurai, Shounen, Slice of Life",TV,6.490642721199437
saenggakboda markeun,"Drama, Slice of Life",Movie,6.502080822039015
sagaken wo meguru animation,Slice of Life,Movie,6.447078809348298
saikin ponta,"Kids, Slice of Life",TV,6.455809053890784
saikyou robot daioja,"Action, Mecha, Shounen",TV,6.462901483433706
saint elmo hikari no raihousha,Sci-Fi,Special,6.4554943412567205
saitama bousou saizensen flag shinimonogurui no seishun,"Drama, Slice of Life",OVA,6.455809053890784
saitamaken zaijuu fujiyama osamu 33sai mushoku neet fujilog nyuumonhen,Comedy,ONA,6.457298940085491
saitamaken zaijuu fujiyama osamu 33sai mushoku neet fujilog nyuumonhen specials,Comedy,Special,6.452054346214875
sakura capusule,"Kids, Slice of Life",OVA,6.447536019288218
sakura momoko gekijou cojicoji,"Comedy, Fantasy",TV,6.462488136504907
sakura no ondo,Drama,Movie,6.448019646404054
sakura yori ai wo nosete,Kids,Movie,6.435587302101875
sakuran boy dt,"Comedy, Super Power",TV,6.444961692363325
samchongsa time machine 001,"Adventure, Sci-Fi",Movie,6.4375430132786
samurai,"Drama, Romance",Movie,6.425387196546508
samuraider nazo no tenkousei,"Action, Drama, Samurai",OVA,6.4447866681604555
sanbiki no kogumasan,Kids,Movie,6.4350595980038605
sanchoume no yuuhi,"Comedy, Slice of Life",TV,6.465384057508746
sango no umi to ouji,Fantasy,OVA,6.45468368782168
sangokushi,"Action, Historical",Special,6.46880612832379
sangokushi daiichibu eiyuutachi no yoake,Historical,Movie,6.468395441972518
sangokushi dainibu choukou moyu,"Action, Historical",Movie,6.469297315448681
sangokushi daisanbu harukanaru taichi,"Action, Historical",Movie,6.468345636548037
sangokushi ii amakakeru otokotachi,"Action, Historical",Special,6.478625196660187
sanrio christmas fantasia,"Fantasy, Kids, Magic",OVA,6.461119388701178
santa claus tsukamaeta,"Fantasy, Kids",OVA,6.455663312034839
santasan to tonakai kuppi,"Fantasy, Kids",OVA,6.452694576624402
santasan wa dai isogashi,"Fantasy, Kids",OVA,6.4655014926958
sanzoku diary,"Seinen, Slice of Life",OVA,6.437871695826846
sarasoujuu no hana no iro,Drama,Movie,6.431792999766576
saru getchu movie ougon no pipo helmet  ukki battle,"Adventure, Comedy, Shounen",Movie,6.449678189692634
saru kani gassen,Kids,OVA,6.450791712850321
saru kani gassen,Drama,Movie,6.445169812967866
saru kani gassen yokoku,Historical,ONA,6.444309677354421
saru kani gassen ijimekkozaru to shoujiki kanisan,"Comedy, Kids",OVA,6.452565054490718
saru tarou jishin ni wa makenai zo jishin e no sonae dai sakusen,"Drama, Kids",OVA,6.466346060020099
sasuraikun,"Comedy, Slice of Life",TV,6.456048701132576
satoukibibatake,"Drama, Historical",OVA,6.4633231103832385
satto anshin sat x peeping life,"Comedy, Slice of Life",ONA,6.442235859625045
sayanora kabakun,"Historical, Kids",Movie,6.455291910291663
sayonara midori ga ike tobe tako glider,"Adventure, Kids",OVA,6.460736630669065
sazaesan dawn to ikka de hawaii ryokou,"Comedy, Slice of Life",Special,6.455230454787741
scarecrowman,"Fantasy, Kids",TV,6.469970159967835
science anime choudendou monogatari,"Historical, Kids",Special,6.4656159186699105
scripta volant,,Movie,6.458360226677657
seibu tetsudou ekiin takochan,"Comedy, Parody, Police, Slice of Life",ONA,6.434558537245686
seikimatsu leader gaiden takeshi,"Comedy, School, Shounen",Special,6.455659699148507
seishain cyborg 003,Comedy,ONA,6.425423932948667
seisho gensou fu adam to eve,Historical,Movie,6.455856963188018
seishun anime zenshuu specials,"Drama, Historical",Special,6.451123134564958
seishun fuufu monogatari koiko no mainichi,"Comedy, Drama, Ecchi, Romance, Seinen",OVA,6.454775158374498
seishun midnight runners shiosai,Music,Music,6.4430711219476455
seito shokun kokoro ni midori no neckerchief wo,"Comedy, School, Shoujo",Special,6.458207038120055
sekai douwa anime zenshuu,"Adventure, Fantasy, Kids",OVA,6.445421588076846
sekai meisaku douwa,Fantasy,OVA,6.459467199562194
sekai meisaku douwa series,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural",TV,6.461506189595102
sekai monoshiri ryoko,Comedy,TV,6.450216859022569
sekai no fushigi tanken series,"Adventure, Fantasy, Historical",TV,6.45743693020844
sekai no hikari shinran shounin,Historical,OVA,6.454846743927077
sekai no ouja king kong taikai,"Adventure, Sci-Fi",Special,6.456048701132576
senbon matsubara,"Drama, Historical",Movie,6.457410726029218
sengoku bushou retsuden bakufuu douji hissatsuman,"Action, Adventure, Mecha",OVA,6.440739404951997
sengoku majin goushougun movie,"Mecha, Parody, Sci-Fi",Movie,6.459233566238814
senjutsu choukoukaku orion,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Special,6.433918031120017
sennen no yakusoku,"Kids, Slice of Life",OVA,6.447128929162724
sennin buraku,"Comedy, Ecchi",TV,6.443399870450114
sense honma ni honma,"Kids, Music, School",Music,6.442760834849874
sensou ga owatta natsu ni 1945 karafuto,"Drama, Historical",Movie,6.464930397283711
sensuikan cassiopeia,Dementia,Movie,6.431093850678423
sensuikan ni koi wo shita kujira no hanashi,Kids,Movie,6.447900529171905
sequence,"Romance, Sci-Fi, Shoujo",OVA,6.445841035686705
setsuzoku muyou,Comedy,TV,6.439715393648733
shaka no shougai,Historical,Movie,6.467104929119654
shakotanboogie,"Action, Cars, Comedy, School, Seinen",OVA,6.478842563684349
shan t lao fu zi,"Action, Comedy, Seinen",Movie,6.459293090007429
shangrila music,Music,Music,6.4419145086002105
shaolin wuzang,"Action, Demons, Historical, Martial Arts, Samurai, Supernatural",TV,6.47029499664419
shashinki,Dementia,Movie,6.429959445200839
shashinki 87,Dementia,Movie,6.431628553970518
sheep in the island,Comedy,Special,6.449165246614581
sheepwolf,"Comedy, Kids",ONA,6.445694804346586
shen ming zhi zhou,"Adventure, Fantasy",ONA,6.461759405341484
shenmi shijie lixian ji,"Adventure, Comedy, Fantasy",Movie,6.468706338015891
shenmi shijie lixian ji 2,"Adventure, Comedy, Fantasy",Movie,6.459903377360186
shi wan ge leng xiaohua,"Comedy, Parody",ONA,6.461315265785596
shi wan ge leng xiaohua,"Action, Adventure, Comedy, Fantasy, Parody",Movie,6.465829043999875
shi wan ge leng xiaohua 2nd season,"Comedy, Parody",ONA,6.457757937856328
shi wan ge leng xiaohua di 3rd season,"Comedy, Parody",ONA,6.468119531913182
shiawase haitatsu taneko,Comedy,TV,6.459450614031317
shiawase no katachi,Comedy,OVA,6.460859000605033
shiawase no ouji,Kids,Movie,6.459558010902585
shiawase no tokei,Music,Music,6.442638373689986
shibai taroka,"Action, Comedy, Romance, School, Shounen",OVA,6.451115367981153
shibawanko no wa no kokoro,Kids,TV,6.451705675806435
shibuzome ikki ashita ni kakeru niji,"Historical, Kids",OVA,6.455888822488491
shiden pilot,"Action, Cars",Special,6.446534630504339
shiguang guiyu,"Drama, Supernatural",ONA,6.469352053497645
shika to kanta,"Adventure, Kids",OVA,6.461476120817979
shima kousaku no asia risshiden,"Drama, Seinen",TV,6.454376442930414
shima kousaku no asia risshiden specials,"Drama, Seinen",Special,6.4568010074676385
shima kousaku no asia shinsekiden,"Cars, Drama, Seinen",TV,6.468083088768019
shimajirou hesoka,"Adventure, Comedy, Fantasy, Kids, Magic",TV,6.460086283833418
shimajirou no wow,"Adventure, Comedy, Fantasy, Kids, Magic",TV,6.459251218641013
shimajirou to ehon no kuni,"Action, Comedy, Fantasy, Kids",Movie,6.468197155690338
shimajirou to fufu no daibouken movie sukue nanairo no hana,"Adventure, Comedy, Fantasy, Kids, Magic",Movie,6.456164900185619
shimajirou to kujira no uta,"Adventure, Comedy, Fantasy, Kids",Movie,6.442682924423221
shimajirou to ookinaki,"Adventure, Kids",Movie,6.444814095873549
shin bikkuriman,"Comedy, Fantasy",TV,6.445354297581387
shin choubakumatsu shounen seiki takamaru,"Action, Comedy, Fantasy",OVA,6.448227593758748
shin dokonjou gaeru,"Comedy, Slice of Life",TV,6.464475561268976
shin dokonjou gaeru dokonjou yumemakura,"Comedy, Slice of Life",Movie,6.454924167220381
shin don chuck monogatari,"Adventure, Kids, Slice of Life",TV,6.459027118854206
shin dousei jidai hawaiian breeze,"Drama, Romance",OVA,6.459140070055687
shin kabukichou story hana no asukagumi,"Adventure, Drama, Shoujo",OVA,6.452952809166663
shin kachikachi yama,Fantasy,Movie,6.462858076688177
shin karate jigokuhen,"Action, Martial Arts",OVA,6.4503871895485725
shin kyojin no hoshi,Sports,TV,6.464137362005698
shin kyojin no hoshi ii,Sports,TV,6.465615039359325
shin obake no qtarou,"Comedy, School, Slice of Life, Supernatural",TV,6.450009726195135
shin otokogi,Seinen,OVA,6.464334572003649
shin pro golfer saru,"Kids, Sports",TV,6.462720347381937
shin saru kani gassen,Drama,Movie,6.440147095897977
shin saru kani gassen 1939,Kids,Movie,6.44930817642798
shin seikimatsu yatsuto no souguu,"Comedy, Sci-Fi",ONA,6.446853154290448
shin shounan bakusouzoku arakure knight,Adventure,OVA,6.453717300028282
shin skyers 5,"Action, Sci-Fi",TV,6.457307336180107
shin takarajima,"Adventure, Kids",Special,6.449829809370311
shinchan ga naita,"Drama, Kids",OVA,6.460945850627977
shinchan no sanrinsha,"Historical, Kids",OVA,6.46028499451374
shinjuku shinchan yoiko no koutsuu anzen,Kids,ONA,6.4386798313038405
shinkai densetsu meremanoid,"Adventure, Fantasy",TV,6.451021541989475
shinken densetsu tight road,"Action, Martial Arts",TV,6.450296478418878
shinken seminar koukou kouza,"School, Shounen",ONA,6.452610200767632
shinshuu sudamahen,"Action, Historical, Martial Arts, Samurai, Seinen",OVA,6.457531493845524
shinya doubutsuen,,Movie,6.458229114156119
shiodome cable tv,Comedy,TV,6.445586197112031
shiokari touge,"Drama, Kids",OVA,6.456624883951443
shippuu iron leaguer silver no hata no moto ni,"Mecha, Sports",OVA,6.465672903834286
shirahata no shoujo ryuuko,Drama,Movie,6.467964394418761
shiranpuri,"Drama, School",OVA,6.454300910467402
shiratori reiko de gozaimasu,"Comedy, Romance",OVA,6.442050062196524
shiritori mambo,"Kids, Music",Music,6.4534505314561805
shiritori oukoku,Kids,TV,6.449963493081866
shiritsu liyon gakuen,"Comedy, School",ONA,6.454550278419642
shiritsu tantai toki shouzou trouble note  hard amp loose,"Action, Mystery",OVA,6.450905064838189
shiro hon,"Adventure, Kids",TV,6.458989485918796
shiroi kiba white fang monogatari,"Adventure, Drama, Historical",Special,6.462084783956298
shiroi zou,"Action, Historical, Kids",Movie,6.450513070938177
shiroi zou 1981,"Action, Historical",Movie,6.445397139173925
shiroishi no yousei pichi,"Fantasy, Historical, Kids",ONA,6.437809265226619
shisei sasshin,Slice of Life,Movie,6.4706642621812716
shisukon ouji,Adventure,TV,6.462494552192772
shitakiri suzume,Drama,Movie,6.453811500342743
shitamachi alien papipipipupi,Sci-Fi,ONA,6.461249278408888
shizukanaru don yakuza side story,"Action, Comedy, Drama, Seinen",OVA,6.448098001437003
shoko nakagawa prism tour special,Music,Special,6.444696224512685
shooting hero,"Kids, Music, Sports",Music,6.451346788901021
shouchan sora wo tobu,"Horror, Sci-Fi",Movie,6.453252329382709
shougakusei no yuukai boushi yumichan abunai yo,Kids,OVA,6.443870418834028
shougeki shinsengumi,"Comedy, Historical",OVA,6.45704761956284
shoujo fight norainutachi no odekake,"Comedy, School, Seinen, Sports",OVA,6.410676092933524
shoukoushi cedie specials,"Drama, Shoujo, Slice of Life",Special,6.465172852414347
shounen ashibe,Comedy,OVA,6.456288600501925
shounen ashibe tv,"Comedy, Slice of Life",TV,6.449852001635805
shounen ashibe 2,"Comedy, Slice of Life",TV,6.447982162014074
shounen ashibe 2 ashibe no kanashii yume,"Comedy, Slice of Life",OVA,6.452957870379391
shounen ashibe anzen kyouiku anime,Kids,OVA,6.454909767035679
shounen h ga mita sensou,"Historical, Kids",OVA,6.4543699376732055
shounen muku hatojuu monogatari,"Drama, Kids",OVA,6.457009815360464
shounen ninja kaze no fujimaru,"Action, Adventure, Samurai, Shounen",TV,6.4358881090822235
shounen ninja kaze no fujimaru nazo no arabiya ningyou,"Action, Adventure, Samurai, Shounen",Movie,6.452585470792288
shounen santa no daibouken,"Adventure, Fantasy, Shounen",TV,6.454761487171611
shounen to sakura,"Drama, Historical, Kids",OVA,6.460712812857377
shounen tokugawa ieyasu,"Drama, Historical, Shounen",TV,6.464127280587703
shouri toushu,Sports,Movie,6.464766930428071
shouta no sushi kokoro ni hibiku shari no aji,Shounen,Special,6.464657260457161
shouwa ahozoushi akanuke ichiban,"Comedy, Shoujo",TV,6.479627090191855
show by rock x joysound,"Comedy, Music",ONA,6.449178216773733
